
2,19.816646099090576
3,38.88649916648865
4,39.045567750930786
5,31.824475288391113
6,54.54323387145996
7,63.132895946502686
8,21.347689151763916
9,35.26246976852417
10,29.876150369644165
11,30.955100536346436
12,36.675479888916016
13,20.27877426147461
14,21.62545943260193
15,41.163472414016724
16,19.72471261024475
17,43.96731781959534
18,27.24055242538452
19,47.70109701156616
20,7.491643667221069
21,22.699342012405396
22,33.599056243896484
23,40.83694577217102
24,27.857003450393677
25,17.23461103439331
26,16.587655544281006
27,22.84496021270752
28,44.61456036567688
29,18.69585919380188
31,59.20798373222351
32,37.76305675506592
33,23.923093795776367
34,46.009562492370605
35,24.227556228637695
36,34.74493384361267
37,34.926655769348145
38,36.53886556625366
39,19.964573621749878
40,15.120841026306152
41,26.45312762260437
42,34.756587982177734
43,26.02568769454956
44,14.480178356170654
45,18.612813472747803
46,55.25049066543579
47,25.114102840423584
48,19.217986345291138
49,14.499146938323975
50,21.144132375717163
51,33.63205885887146
52,19.078296661376953
53,12.361217260360718


#Hidden_size = 256
1,346.48609256744385
2,239.69277429580688
3,300.88428354263306
4,434.5824761390686
5,93.51766014099121
6,128.87835216522217
7,347.53910851478577
8,273.70315766334534
9,274.9234952926636
10,181.5406653881073
11,98.92529034614563
12,301.16677713394165
13,80.02435231208801
14,225.8869137763977
15,275.40849590301514
16,609.5329604148865
17,190.2522132396698
18,181.87983012199402
19,183.11243391036987
20,118.35771751403809
21,248.08219170570374
22,288.15451192855835
23,139.2756896018982
24,87.34810900688171
25,91.87664270401001
26,124.94507884979248
27,120.70945644378662
28,239.1726951599121
29,278.0367383956909
31,293.65303921699524
32,122.76949834823608
33,180.41074657440186
34,298.87623715400696
35,72.70561122894287
36,139.64613795280457
37,187.74639749526978
38,100.42003417015076
39,74.83602809906006
40,262.9175570011139
41,129.58390402793884
42,63.58970546722412
43,179.1623980998993
44,100.76872205734253
45,59.73703908920288
46,86.43141007423401
47,87.9487977027893
48,173.7130241394043
49,123.5156741142273
50,129.50224423408508
51,309.058824300766
52,86.31989574432373
53,42.17772722244263
